Stations_ID;Stations_Name;Parameter;Von_Datum;Bis_Datum;Gesamt_Fehlwerte;Beschreibung;eor;                                                                                                              
2497;Kall-Sistig;WRTR;22.11.2010-14:00;22.11.2010-15:00;1;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;23.11.2010-05:00;23.11.2010-07:00;2;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;23.11.2010-09:00;23.11.2010-10:00;1;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;23.11.2010-18:00;23.11.2010-19:00;1;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;23.11.2010-23:00;24.11.2010-00:00;1;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;24.11.2010-02:00;24.11.2010-15:00;13;;eor;                                                                                                                                        
2497;Kall-Sistig;WRTR;24.11.2010-17:00;24.11.2010-18:00;1;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;24.11.2010-20:00;24.11.2010-22:00;2;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;25.11.2010-15:00;25.11.2010-18:00;3;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;25.11.2010-21:00;26.11.2010-00:00;3;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;26.11.2010-02:00;26.11.2010-03:00;1;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;26.11.2010-08:00;26.11.2010-09:00;1;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;29.11.2010-14:00;30.11.2010-09:00;19;;eor;                                                                                                                                        
2497;Kall-Sistig;WRTR;01.12.2010-20:00;01.12.2010-22:00;2;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;02.12.2010-02:00;02.12.2010-04:00;2;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;02.12.2010-18:00;02.12.2010-21:00;3;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;05.12.2010-09:00;05.12.2010-18:00;9;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;08.12.2010-02:00;08.12.2010-10:00;8;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;08.12.2010-15:00;08.12.2010-21:00;6;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;09.12.2010-03:00;09.12.2010-06:00;3;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;09.12.2010-08:00;09.12.2010-16:00;8;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;09.12.2010-23:00;10.12.2010-06:00;7;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;10.12.2010-15:00;10.12.2010-16:00;1;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;10.12.2010-20:00;11.12.2010-01:00;5;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;11.12.2010-05:00;11.12.2010-07:00;2;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;11.12.2010-09:00;11.12.2010-12:00;3;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;11.12.2010-17:00;11.12.2010-19:00;2;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;12.12.2010-00:00;12.12.2010-06:00;6;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;12.12.2010-08:00;12.12.2010-16:00;8;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;13.12.2010-21:00;14.12.2010-00:00;3;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;14.12.2010-02:00;14.12.2010-07:00;5;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;14.12.2010-09:00;14.12.2010-12:00;3;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;14.12.2010-15:00;14.12.2010-18:00;3;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;15.12.2010-08:00;15.12.2010-10:00;2;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;16.12.2010-17:00;17.12.2010-00:00;7;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;17.12.2010-14:00;17.12.2010-16:00;2;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;18.12.2010-02:00;18.12.2010-04:00;2;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;19.12.2010-12:00;19.12.2010-18:00;6;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;19.12.2010-20:00;20.12.2010-01:00;5;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;21.12.2010-03:00;21.12.2010-06:00;3;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;21.12.2010-23:00;22.12.2010-01:00;2;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;22.12.2010-18:00;23.12.2010-06:00;12;;eor;                                                                                                                                        
2497;Kall-Sistig;WRTR;23.12.2010-09:00;23.12.2010-18:00;9;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;23.12.2010-21:00;24.12.2010-04:00;7;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;24.12.2010-06:00;24.12.2010-21:00;15;;eor;                                                                                                                                        
2497;Kall-Sistig;WRTR;26.12.2010-02:00;26.12.2010-03:00;1;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;31.12.2010-14:00;31.12.2010-18:00;4;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;31.12.2010-20:00;31.12.2010-21:00;1;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;01.01.2011-06:00;01.01.2011-07:00;1;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;01.01.2011-09:00;01.01.2011-12:00;3;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;01.01.2011-21:00;02.01.2011-04:00;7;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;02.01.2011-12:00;02.01.2011-15:00;3;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;02.01.2011-21:00;03.01.2011-03:00;6;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;03.01.2011-08:00;03.01.2011-09:00;1;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;03.01.2011-14:00;03.01.2011-15:00;1;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;03.01.2011-20:00;04.01.2011-00:00;4;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;06.01.2011-00:00;07.01.2011-03:00;27;;eor;                                                                                                                                        
2497;Kall-Sistig;WRTR;07.01.2011-05:00;07.01.2011-09:00;4;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;07.01.2011-12:00;07.01.2011-16:00;4;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;08.01.2011-05:00;08.01.2011-06:00;1;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;08.01.2011-17:00;08.01.2011-18:00;1;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;08.01.2011-21:00;09.01.2011-09:00;12;;eor;                                                                                                                                        
2497;Kall-Sistig;WRTR;11.01.2011-18:00;12.01.2011-00:00;6;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;12.01.2011-06:00;12.01.2011-07:00;1;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;12.01.2011-09:00;12.01.2011-12:00;3;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;12.01.2011-17:00;14.01.2011-06:00;37;;eor;                                                                                                                                        
2497;Kall-Sistig;WRTR;14.01.2011-14:00;14.01.2011-15:00;1;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;14.01.2011-20:00;15.01.2011-01:00;5;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;18.01.2011-02:00;18.01.2011-03:00;1;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;18.01.2011-09:00;18.01.2011-21:00;12;;eor;                                                                                                                                        
2497;Kall-Sistig;WRTR;18.01.2011-23:00;19.01.2011-04:00;5;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;19.01.2011-08:00;19.01.2011-09:00;1;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;19.01.2011-15:00;19.01.2011-16:00;1;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;19.01.2011-18:00;19.01.2011-21:00;3;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;20.01.2011-03:00;20.01.2011-09:00;6;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;20.01.2011-14:00;20.01.2011-15:00;1;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;21.01.2011-20:00;21.01.2011-22:00;2;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;24.01.2011-23:00;25.01.2011-00:00;1;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;30.01.2011-00:00;31.01.2011-10:00;34;;eor;                                                                                                                                        
2497;Kall-Sistig;WRTR;12.02.2011-20:00;12.02.2011-21:00;1;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;10.03.2011-20:00;10.03.2011-21:00;1;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;27.04.2011-14:00;27.04.2011-15:00;1;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;09.08.2011-03:00;09.08.2011-04:00;1;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;16.08.2011-14:00;16.08.2011-15:00;1;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;25.08.2011-14:00;25.08.2011-15:00;1;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;07.09.2011-21:00;08.09.2011-00:00;3;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;08.09.2011-09:00;08.09.2011-12:00;3;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;08.09.2011-21:00;08.09.2011-22:00;1;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;07.11.2011-06:00;07.11.2011-07:00;1;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;07.12.2011-21:00;07.12.2011-22:00;1;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;22.12.2011-21:00;22.12.2011-22:00;1;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;01.01.2012-05:00;01.01.2012-09:00;4;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;01.01.2012-11:00;01.01.2012-12:00;1;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;01.01.2012-14:00;01.01.2012-15:00;1;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;01.01.2012-17:00;01.01.2012-18:00;1;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;02.01.2012-00:00;02.01.2012-10:00;10;;eor;                                                                                                                                        
2497;Kall-Sistig;WRTR;03.01.2012-17:00;03.01.2012-21:00;4;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;04.01.2012-05:00;04.01.2012-06:00;1;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;04.01.2012-11:00;04.01.2012-12:00;1;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;04.01.2012-18:00;04.01.2012-19:00;1;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;04.01.2012-21:00;05.01.2012-00:00;3;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;06.01.2012-00:00;06.01.2012-16:00;16;;eor;                                                                                                                                        
2497;Kall-Sistig;WRTR;06.01.2012-18:00;06.01.2012-19:00;1;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;07.01.2012-03:00;07.01.2012-12:00;9;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;07.01.2012-15:00;07.01.2012-22:00;7;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;08.01.2012-02:00;08.01.2012-03:00;1;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;08.01.2012-06:00;08.01.2012-09:00;3;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;08.01.2012-12:00;08.01.2012-13:00;1;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;08.01.2012-18:00;08.01.2012-19:00;1;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;08.01.2012-21:00;08.01.2012-22:00;1;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;09.01.2012-03:00;09.01.2012-06:00;3;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;09.01.2012-08:00;09.01.2012-10:00;2;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;09.01.2012-12:00;09.01.2012-13:00;1;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;09.01.2012-15:00;09.01.2012-18:00;3;;eor;                                                                                                                                         
2497;Kall-Sistig;WRTR;09.01.2012-21:00;10.01.2012-00:00;3;;eor;                                                                                                                                         
generiert: 30.03.2022 --  Deutscher Wetterdienst  --                                                                                                                                                    
